product_slug;color_slug;image_url;is_primary;display_order
gildan-r-softstyle-r-unisex-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-negro.jpg;True;0
gildan-r-softstyle-r-unisex-t-shirt;coral-seda;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-coral-seda.jpg;False;1
gildan-r-softstyle-r-unisex-t-shirt;blanco;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-blanco.jpg;False;1
gildan-r-softstyle-r-unisex-t-shirt;gris-deportivo;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-gris-deportivo.jpg;False;1
gildan-r-softstyle-r-unisex-t-shirt;azul-real;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-azul-real.jpg;False;1
gildan-r-softstyle-r-unisex-t-shirt;azul-marino-jaspeado;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-azul-marino-jaspeado.jpg;False;1
gildan-r-softstyle-r-unisex-t-shirt;morado;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-morado.jpg;False;1
gildan-r-softstyle-r-unisex-t-shirt;rojo;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-r-unisex-t-shirt-rojo.jpg;False;1
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;azul-real;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-azul-real.jpg;True;0
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-negro.jpg;False;1
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;blanco;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-blanco.jpg;False;1
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;azul-marino;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-azul-marino.jpg;False;1
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;asfalto;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-asfalto.jpg;False;1
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;rojo;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-rojo.jpg;False;1
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;rosa;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-rosa.jpg;False;1
bella-canvas-r-ultra-soft-jersey-unisex-t-shirt;natural;/media/product_images/ropa_y_bolsos/polos/bella-canvas-r-ultra-soft-jersey-unisex-t-shirt-natural.jpg;False;1
allmade-r-organic-cotton-unisex-t-shirt;azul-cielo-nocturno;/media/product_images/ropa_y_bolsos/polos/allmade-r-organic-cotton-unisex-t-shirt-azul-cielo-nocturno.jpg;True;0
allmade-r-organic-cotton-unisex-t-shirt;negro-profundo;/media/product_images/ropa_y_bolsos/polos/allmade-r-organic-cotton-unisex-t-shirt-negro-profundo.jpg;False;1
allmade-r-organic-cotton-unisex-t-shirt;gris-terreno;/media/product_images/ropa_y_bolsos/polos/allmade-r-organic-cotton-unisex-t-shirt-gris-terreno.jpg;False;1
allmade-r-organic-cotton-unisex-t-shirt;blanco-brillante;/media/product_images/ropa_y_bolsos/polos/allmade-r-organic-cotton-unisex-t-shirt-blanco-brillante.jpg;False;1
district-r-very-important-tee-r-with-left-chest-and-back-print;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-and-back-print-azul-marino.jpg;True;0
district-r-very-important-tee-r-with-left-chest-and-back-print;rojo;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-and-back-print-rojo.jpg;False;1
district-r-very-important-tee-r-with-left-chest-and-back-print;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-and-back-print-azul-real.jpg;False;1
district-r-very-important-tee-r-with-left-chest-and-back-print;verde;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-and-back-print-verde.jpg;False;1
district-r-very-important-tee-r-with-left-chest-and-back-print;morado;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-and-back-print-morado.jpg;False;1
soft-touch-mens-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/soft-touch-mens-t-shirt-negro.jpg;True;0
soft-touch-mens-t-shirt;blanco;/media/product_images/ropa_y_bolsos/polos/soft-touch-mens-t-shirt-blanco.jpg;False;1
soft-touch-mens-t-shirt;rojo;/media/product_images/ropa_y_bolsos/polos/soft-touch-mens-t-shirt-rojo.jpg;False;1
soft-touch-mens-t-shirt;carbon;/media/product_images/ropa_y_bolsos/polos/soft-touch-mens-t-shirt-carbon.jpg;False;1
soft-touch-mens-t-shirt;azul-marino;/media/product_images/ropa_y_bolsos/polos/soft-touch-mens-t-shirt-azul-marino.jpg;False;1
soft-touch-mens-t-shirt;azul-real;/media/product_images/ropa_y_bolsos/polos/soft-touch-mens-t-shirt-azul-real.jpg;False;1
soft-touch-mens-t-shirt;rosa-fucsia;/media/product_images/ropa_y_bolsos/polos/soft-touch-mens-t-shirt-rosa-fucsia.jpg;False;1
gildan-r-softstyle-long-sleeve-t-shirt;azul-marino;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-long-sleeve-t-shirt-azul-marino.jpg;True;0
gildan-r-softstyle-long-sleeve-t-shirt;gris-deportivo;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-long-sleeve-t-shirt-gris-deportivo.jpg;False;1
gildan-r-softstyle-long-sleeve-t-shirt;verde-militar;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-long-sleeve-t-shirt-verde-militar.jpg;False;1
gildan-r-softstyle-long-sleeve-t-shirt;carbon;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-long-sleeve-t-shirt-carbon.jpg;False;1
gildan-r-softstyle-long-sleeve-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-long-sleeve-t-shirt-negro.jpg;False;1
gildan-r-softstyle-long-sleeve-t-shirt;rojo-cereza;/media/product_images/ropa_y_bolsos/polos/gildan-r-softstyle-long-sleeve-t-shirt-rojo-cereza.jpg;False;1
district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing;negro;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing-negro.jpg;True;0
district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing;blanco;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing-blanco.jpg;False;1
district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing;gris;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing-gris.jpg;False;1
district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing-azul-marino.jpg;False;1
district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-long-sleeve-with-left-chest-print-and-back-printing-carbon.jpg;False;1
district-r-very-important-tee-r-with-left-chest-print;rojo;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-print-rojo.jpg;True;0
district-r-very-important-tee-r-with-left-chest-print;verde;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-print-verde.jpg;False;1
district-r-very-important-tee-r-with-left-chest-print;morado;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-print-morado.jpg;False;1
district-r-very-important-tee-r-with-left-chest-print;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-print-azul-marino.jpg;False;1
district-r-very-important-tee-r-with-left-chest-print;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-print-carbon.jpg;False;1
district-r-very-important-tee-r-with-left-chest-print;gris;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-left-chest-print-gris.jpg;False;1
soft-touch-womens-t-shirt;azul-real;/media/product_images/ropa_y_bolsos/polos/soft-touch-womens-t-shirt-azul-real.jpg;True;0
soft-touch-womens-t-shirt;blanco;/media/product_images/ropa_y_bolsos/polos/soft-touch-womens-t-shirt-blanco.jpg;False;1
soft-touch-womens-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/soft-touch-womens-t-shirt-negro.jpg;False;1
soft-touch-womens-t-shirt;carbon;/media/product_images/ropa_y_bolsos/polos/soft-touch-womens-t-shirt-carbon.jpg;False;1
soft-touch-womens-t-shirt;azul-marino;/media/product_images/ropa_y_bolsos/polos/soft-touch-womens-t-shirt-azul-marino.jpg;False;1
soft-touch-womens-t-shirt;rojo;/media/product_images/ropa_y_bolsos/polos/soft-touch-womens-t-shirt-rojo.jpg;False;1
soft-touch-womens-t-shirt;rosa-fucsia;/media/product_images/ropa_y_bolsos/polos/soft-touch-womens-t-shirt-rosa-fucsia.jpg;False;1
district-r-women-s-very-important-tee-r-with-full-front-print;negro;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-with-full-front-print-negro.jpg;True;0
district-r-women-s-very-important-tee-r-with-full-front-print;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-with-full-front-print-azul-real.jpg;False;1
district-r-women-s-very-important-tee-r-with-full-front-print;morado;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-with-full-front-print-morado.jpg;False;1
district-r-women-s-very-important-tee-r-with-full-front-print;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-with-full-front-print-carbon.jpg;False;1
district-r-women-s-very-important-tee-r-with-full-front-print;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-with-full-front-print-azul-marino.jpg;False;1
district-r-women-s-very-important-tee-r-with-full-front-print;gris;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-with-full-front-print-gris.jpg;False;1
hanes-r-essential-unisex-t-shirt;naranja;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-naranja.jpg;True;0
hanes-r-essential-unisex-t-shirt;azul-real;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-azul-real.jpg;False;1
hanes-r-essential-unisex-t-shirt;deep-forest;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-deep-forest.jpg;False;1
hanes-r-essential-unisex-t-shirt;morado;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-morado.jpg;False;1
hanes-r-essential-unisex-t-shirt;azul-marino;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-azul-marino.jpg;False;1
hanes-r-essential-unisex-t-shirt;light-steel;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-light-steel.jpg;False;1
hanes-r-essential-unisex-t-shirt;gris;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-gris.jpg;False;1
hanes-r-essential-unisex-t-shirt;negro;/media/product_images/ropa_y_bolsos/polos/hanes-r-essential-unisex-t-shirt-negro.jpg;False;1
port-company-r-performance-tee;negro;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-negro.jpg;True;0
port-company-r-performance-tee;azul-real;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-azul-real.jpg;False;1
port-company-r-performance-tee;azul-real-verdadero;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-azul-real-verdadero.jpg;False;1
port-company-r-performance-tee;morado-equipo;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-morado-equipo.jpg;False;1
port-company-r-performance-tee;gris;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-gris.jpg;False;1
port-company-r-performance-tee;azul-carolina;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-azul-carolina.jpg;False;1
port-company-r-performance-tee;amarillo;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-amarillo.jpg;False;1
port-company-r-performance-tee;rosa;/media/product_images/ropa_y_bolsos/polos/port-company-r-performance-tee-rosa.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print;rojo;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print-rojo.jpg;True;0
district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print;blanco;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print-blanco.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print-azul-marino.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print-azul-real.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print;gris;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print-gris.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print;negro;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print-negro.jpg;False;1
district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-v-i-t-tm-gathered-back-tank-with-full-front-print-carbon.jpg;False;1
district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print;blanco;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print-blanco.jpg;True;0
district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print-azul-real.jpg;False;1
district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print;gris;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print-gris.jpg;False;1
district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print-azul-marino.jpg;False;1
district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print-carbon.jpg;False;1
district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print;fuchsia-frost;/media/product_images/ropa_y_bolsos/polos/district-r-women-s-very-important-tee-r-v-neck-with-left-chest-and-back-print-fuchsia-frost.jpg;False;1
district-r-youth-very-important-tee-r-with-full-front-print-and-back;negro;/media/product_images/ropa_y_bolsos/polos/district-r-youth-very-important-tee-r-with-full-front-print-and-back-negro.jpg;True;0
district-r-youth-very-important-tee-r-with-full-front-print-and-back;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-youth-very-important-tee-r-with-full-front-print-and-back-azul-real.jpg;False;1
district-r-youth-very-important-tee-r-with-full-front-print-and-back;rojo;/media/product_images/ropa_y_bolsos/polos/district-r-youth-very-important-tee-r-with-full-front-print-and-back-rojo.jpg;False;1
district-r-youth-very-important-tee-r-with-full-front-print-and-back;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-youth-very-important-tee-r-with-full-front-print-and-back-azul-marino.jpg;False;1
district-r-youth-very-important-tee-r-with-full-front-print-and-back;gris;/media/product_images/ropa_y_bolsos/polos/district-r-youth-very-important-tee-r-with-full-front-print-and-back-gris.jpg;False;1
district-r-youth-very-important-tee-r-with-full-front-print-and-back;carbon;/media/product_images/ropa_y_bolsos/polos/district-r-youth-very-important-tee-r-with-full-front-print-and-back-carbon.jpg;False;1
district-r-very-important-tee-r-with-full-front-and-back-print;morado;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-full-front-and-back-print-morado.jpg;True;0
district-r-very-important-tee-r-with-full-front-and-back-print;verde;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-full-front-and-back-print-verde.jpg;False;1
district-r-very-important-tee-r-with-full-front-and-back-print;azul-marino;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-full-front-and-back-print-azul-marino.jpg;False;1
district-r-very-important-tee-r-with-full-front-and-back-print;gris;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-full-front-and-back-print-gris.jpg;False;1
district-r-very-important-tee-r-with-full-front-and-back-print;rojo;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-full-front-and-back-print-rojo.jpg;False;1
district-r-very-important-tee-r-with-full-front-and-back-print;azul-real;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-full-front-and-back-print-azul-real.jpg;False;1
district-r-very-important-tee-r-with-full-front-and-back-print;negro;/media/product_images/ropa_y_bolsos/polos/district-r-very-important-tee-r-with-full-front-and-back-print-negro.jpg;False;1
next-level-triblend-short-sleeve-crew;azul;/media/product_images/ropa_y_bolsos/polos/next-level-triblend-short-sleeve-crew-azul.jpg;True;0
next-level-triblend-short-sleeve-crew;vintage-turquoise;/media/product_images/ropa_y_bolsos/polos/next-level-triblend-short-sleeve-crew-vintage-turquoise.jpg;False;1
next-level-triblend-short-sleeve-crew;azul-real;/media/product_images/ropa_y_bolsos/polos/next-level-triblend-short-sleeve-crew-azul-real.jpg;False;1
